CustomerID,CustomerName,Segment,Region
CUST00076,Customer 76,Consumer,South
CUST00077,Customer 77,Consumer,South
CUST00078,Customer 78,Corporate,North
CUST00079,Customer 79,Corporate,South
CUST00080,Customer 80,Corporate,West
CUST00081,Customer 81,Corporate,North
CUST00082,Customer 82,Consumer,East
CUST00083,Customer 83,SMB,South
CUST00084,Customer 84,Consumer,North
CUST00085,Customer 85,Consumer,Central
CUST00086,Customer 86,Consumer,South
CUST00087,Customer 87,Corporate,West
CUST00088,Customer 88,Consumer,South
CUST00089,Customer 89,Consumer,Central
CUST00090,Customer 90,Consumer,South
CUST00091,Customer 91,Consumer,South
CUST00092,Customer 92,Corporate,West
CUST00093,Customer 93,Consumer,South
CUST00094,Customer 94,Consumer,South
CUST00095,Customer 95,Consumer,Central
CUST00096,Customer 96,Corporate,East
CUST00097,Customer 97,Consumer,West
CUST00098,Customer 98,Consumer,East
CUST00099,Customer 99,Consumer,West
CUST00100,Customer 100,SMB,West
CUST00101,Customer 101,SMB,East
CUST00102,Customer 102,Corporate,South
CUST00103,Customer 103,Consumer,North
CUST00104,Customer 104,SMB,East
CUST00105,Customer 105,Corporate,West
CUST00106,Customer 106,Corporate,South
CUST00107,Customer 107,Consumer,North
CUST00108,Customer 108,Consumer,South
CUST00109,Customer 109,Consumer,East
CUST00110,Customer 110,SMB,West
CUST00111,Customer 111,Consumer,North
CUST00112,Customer 112,Consumer,East
CUST00113,Customer 113,Consumer,West
CUST00114,Customer 114,Corporate,Central
CUST00115,Customer 115,Consumer,North
CUST00116,Customer 116,SMB,Central
CUST00117,Customer 117,Corporate,East
CUST00118,Customer 118,Corporate,West
CUST00119,Customer 119,Consumer,North
CUST00120,Customer 120,Corporate,East
CUST00121,Customer 121,Corporate,East
CUST00122,Customer 122,Corporate,South
CUST00123,Customer 123,Consumer,South
CUST00124,Customer 124,Consumer,East
CUST00125,Customer 125,Consumer,East
CUST00126,Customer 126,Consumer,North
CUST00127,Customer 127,Consumer,South
CUST00128,Customer 128,Consumer,South
CUST00129,Customer 129,Consumer,Central
CUST00130,Customer 130,Corporate,Central
CUST00131,Customer 131,Consumer,South
CUST00132,Customer 132,SMB,North
CUST00133,Customer 133,Corporate,South
CUST00134,Customer 134,Consumer,South
CUST00135,Customer 135,Corporate,West
CUST00136,Customer 136,Consumer,East
CUST00137,Customer 137,SMB,North
CUST00138,Customer 138,Consumer,North
CUST00139,Customer 139,Corporate,South
CUST00140,Customer 140,Consumer,West
CUST00141,Customer 141,Consumer,East
CUST00142,Customer 142,Consumer,East
CUST00143,Customer 143,SMB,South
CUST00144,Customer 144,Corporate,Central
CUST00145,Customer 145,Consumer,South
CUST00146,Customer 146,Consumer,West
CUST00147,Customer 147,Consumer,Central
CUST00148,Customer 148,Consumer,South
CUST00149,Customer 149,Consumer,Central
CUST00150,Customer 150,Consumer,South
CUST00151,Customer 151,SMB,East
CUST00152,Customer 152,SMB,North
CUST00153,Customer 153,Consumer,South
CUST00154,Customer 154,Corporate,South
CUST00155,Customer 155,Consumer,North
CUST00156,Customer 156,Corporate,North
CUST00157,Customer 157,Consumer,South
CUST00158,Customer 158,Corporate,East
CUST00159,Customer 159,Corporate,South
CUST00160,Customer 160,Corporate,South
CUST00161,Customer 161,Consumer,Central
CUST00162,Customer 162,SMB,Central
CUST00163,Customer 163,Consumer,North
CUST00164,Customer 164,Consumer,South
CUST00165,Customer 165,Corporate,East
CUST00166,Customer 166,Consumer,West
CUST00167,Customer 167,SMB,South
CUST00168,Customer 168,SMB,West
CUST00169,Customer 169,Consumer,North
CUST00170,Customer 170,SMB,South
CUST00171,Customer 171,Consumer,West
CUST00172,Customer 172,Consumer,East
CUST00173,Customer 173,Consumer,West
CUST00174,Customer 174,SMB,North
CUST00175,Customer 175,Consumer,North
CUST00176,Customer 176,Consumer,North
CUST00177,Customer 177,Consumer,North
CUST00178,Customer 178,SMB,North
CUST00179,Customer 179,SMB,East
CUST00180,Customer 180,Corporate,East
CUST00181,Customer 181,SMB,East
CUST00182,Customer 182,SMB,South
CUST00183,Customer 183,Consumer,North
CUST00184,Customer 184,Consumer,East
CUST00185,Customer 185,Corporate,North
CUST00186,Customer 186,Corporate,West
CUST00187,Customer 187,Consumer,North
CUST00188,Customer 188,Consumer,East
CUST00189,Customer 189,Corporate,Central
CUST00190,Customer 190,Consumer,East
CUST00191,Customer 191,SMB,East
CUST00192,Customer 192,Consumer,West
CUST00193,Customer 193,Consumer,North
CUST00194,Customer 194,SMB,East
CUST00195,Customer 195,Consumer,Central
CUST00196,Customer 196,Consumer,Central
CUST00197,Customer 197,Corporate,South
CUST00198,Customer 198,SMB,South
CUST00199,Customer 199,Consumer,West
CUST00200,Customer 200,Consumer,East
CUST00201,Customer 201,Corporate,South
CUST00202,Customer 202,SMB,North
CUST00203,Customer 203,Consumer,North
CUST00204,Customer 204,Consumer,South
CUST00205,Customer 205,Consumer,North
CUST00206,Customer 206,Consumer,North
CUST00207,Customer 207,Consumer,North
CUST00208,Customer 208,Corporate,Central
CUST00209,Customer 209,Consumer,North
CUST00210,Customer 210,Consumer,North
CUST00211,Customer 211,Corporate,South
CUST00212,Customer 212,Corporate,South
CUST00213,Customer 213,Consumer,Central
CUST00214,Customer 214,SMB,Central
CUST00215,Customer 215,Corporate,South
CUST00216,Customer 216,Corporate,South
CUST00217,Customer 217,Consumer,South
CUST00218,Customer 218,Consumer,North
CUST00219,Customer 219,SMB,South
CUST00220,Customer 220,Consumer,North
CUST00221,Customer 221,Consumer,North
CUST00222,Customer 222,Consumer,East
CUST00223,Customer 223,Corporate,North
CUST00224,Customer 224,SMB,North
CUST00225,Customer 225,Consumer,South
CUST00226,Customer 226,SMB,South
CUST00227,Customer 227,Consumer,North
CUST00228,Customer 228,Corporate,North
CUST00229,Customer 229,Corporate,North
CUST00230,Customer 230,Consumer,South
CUST00231,Customer 231,Consumer,West
CUST00232,Customer 232,Consumer,Central
CUST00233,Customer 233,SMB,South
CUST00234,Customer 234,Corporate,South
CUST00235,Customer 235,SMB,West
CUST00236,Customer 236,SMB,East
CUST00237,Customer 237,Consumer,North
CUST00238,Customer 238,Corporate,North
CUST00239,Customer 239,Consumer,South
CUST00240,Customer 240,Consumer,East
CUST00241,Customer 241,SMB,North
CUST00242,Customer 242,Corporate,South
CUST00243,Customer 243,Consumer,South
CUST00244,Customer 244,Consumer,South
CUST00245,Customer 245,Corporate,South
CUST00246,Customer 246,SMB,East
CUST00247,Customer 247,Corporate,East
CUST00248,Customer 248,Consumer,South
CUST00249,Customer 249,Consumer,North
CUST00250,Customer 250,Consumer,West
CUST00251,Customer 251,Corporate,South
CUST00252,Customer 252,SMB,North
CUST00253,Customer 253,Consumer,South
CUST00254,Customer 254,Consumer,West
CUST00255,Customer 255,Consumer,West
CUST00256,Customer 256,Corporate,West
CUST00257,Customer 257,SMB,East
CUST00258,Customer 258,Consumer,South
CUST00259,Customer 259,Consumer,South
CUST00260,Customer 260,Corporate,North
CUST00261,Customer 261,Consumer,East
CUST00262,Customer 262,SMB,East
CUST00263,Customer 263,Consumer,North
CUST00264,Customer 264,Consumer,Central
CUST00265,Customer 265,SMB,South
CUST00266,Customer 266,Consumer,North
CUST00267,Customer 267,Consumer,South
CUST00268,Customer 268,Consumer,West
CUST00269,Customer 269,Consumer,Central
CUST00270,Customer 270,Consumer,South
CUST00271,Customer 271,Consumer,Central
CUST00272,Customer 272,Consumer,West
CUST00273,Customer 273,Consumer,West
CUST00274,Customer 274,Corporate,West
CUST00275,Customer 275,Corporate,South
CUST00276,Customer 276,Consumer,West
CUST00277,Customer 277,Consumer,East
CUST00278,Customer 278,Consumer,West
CUST00279,Customer 279,SMB,North
CUST00280,Customer 280,SMB,West
CUST00281,Customer 281,Consumer,Central
CUST00282,Customer 282,Consumer,South
CUST00283,Customer 283,Consumer,Central
CUST00284,Customer 284,Consumer,South
CUST00285,Customer 285,Corporate,North
CUST00286,Customer 286,Consumer,North
CUST00287,Customer 287,Consumer,West
CUST00288,Customer 288,Consumer,East
CUST00289,Customer 289,Consumer,South
CUST00290,Customer 290,Consumer,East
CUST00291,Customer 291,SMB,South
CUST00292,Customer 292,Consumer,South
CUST00293,Customer 293,SMB,West
CUST00294,Customer 294,Consumer,East
CUST00295,Customer 295,SMB,West
CUST00296,Customer 296,SMB,East
CUST00297,Customer 297,SMB,Central
CUST00298,Customer 298,SMB,South
CUST00299,Customer 299,Corporate,South
CUST00300,Customer 300,Corporate,North
CUST00301,Customer 301,Corporate,East
CUST00302,Customer 302,Consumer,East
CUST00303,Customer 303,Consumer,West
CUST00304,Customer 304,Consumer,South
CUST00305,Customer 305,SMB,North
CUST00306,Customer 306,Consumer,East
CUST00307,Customer 307,Consumer,Central
CUST00308,Customer 308,Corporate,South
CUST00309,Customer 309,Consumer,North
CUST00310,Customer 310,Consumer,South
CUST00311,Customer 311,Consumer,South
CUST00312,Customer 312,Consumer,South
CUST00313,Customer 313,Consumer,South
CUST00314,Customer 314,Consumer,East
CUST00315,Customer 315,Consumer,South
CUST00316,Customer 316,Consumer,South
CUST00317,Customer 317,Consumer,North
CUST00318,Customer 318,Corporate,Central
CUST00319,Customer 319,Consumer,South
CUST00320,Customer 320,SMB,South
CUST00321,Customer 321,SMB,North
CUST00322,Customer 322,Consumer,East
CUST00323,Customer 323,Consumer,West
CUST00324,Customer 324,Consumer,North
CUST00325,Customer 325,SMB,North
CUST00326,Customer 326,Corporate,North
CUST00327,Customer 327,SMB,East
CUST00328,Customer 328,Consumer,Central
CUST00329,Customer 329,Corporate,South
CUST00330,Customer 330,Consumer,South
CUST00331,Customer 331,Corporate,West
CUST00332,Customer 332,Consumer,West
CUST00333,Customer 333,Corporate,South
CUST00334,Customer 334,SMB,North
CUST00335,Customer 335,Consumer,South
CUST00336,Customer 336,Corporate,West
CUST00337,Customer 337,Consumer,West
CUST00338,Customer 338,Corporate,East
CUST00339,Customer 339,Consumer,West
CUST00340,Customer 340,SMB,South
CUST00341,Customer 341,Consumer,South
CUST00342,Customer 342,SMB,North
CUST00343,Customer 343,SMB,West
CUST00344,Customer 344,Corporate,East
CUST00345,Customer 345,Corporate,South
CUST00346,Customer 346,Corporate,North
CUST00347,Customer 347,SMB,West
CUST00348,Customer 348,Consumer,West
CUST00349,Customer 349,Corporate,East
CUST00350,Customer 350,Consumer,South
CUST00351,Customer 351,Corporate,Central
CUST00352,Customer 352,Consumer,West
CUST00353,Customer 353,Corporate,East
CUST00354,Customer 354,Corporate,East
CUST00355,Customer 355,Consumer,Central
CUST00356,Customer 356,Consumer,Central
CUST00357,Customer 357,Corporate,East
CUST00358,Customer 358,Corporate,South
CUST00359,Customer 359,Consumer,South
CUST00360,Customer 360,Corporate,West
CUST00361,Customer 361,SMB,East
CUST00362,Customer 362,Consumer,North
CUST00363,Customer 363,Consumer,North
CUST00364,Customer 364,Consumer,Central
CUST00365,Customer 365,Corporate,Central
CUST00366,Customer 366,Consumer,Central
CUST00367,Customer 367,Corporate,South
CUST00368,Customer 368,Corporate,West
CUST00369,Customer 369,Consumer,West
CUST00370,Customer 370,SMB,South
CUST00371,Customer 371,Corporate,North
CUST00372,Customer 372,Consumer,Central
CUST00373,Customer 373,Consumer,North
CUST00374,Customer 374,Consumer,East
CUST00375,Customer 375,Consumer,East
CUST00376,Customer 376,Consumer,West
CUST00377,Customer 377,SMB,South
CUST00378,Customer 378,Consumer,West
CUST00379,Customer 379,Consumer,South
CUST00380,Customer 380,Corporate,West
CUST00381,Customer 381,Corporate,South
CUST00382,Customer 382,SMB,West
CUST00383,Customer 383,Corporate,West
CUST00384,Customer 384,Consumer,North
CUST00385,Customer 385,Consumer,South
CUST00386,Customer 386,SMB,West
CUST00387,Customer 387,Corporate,North
CUST00388,Customer 388,SMB,North
CUST00389,Customer 389,Consumer,South
CUST00390,Customer 390,SMB,Central
CUST00391,Customer 391,Corporate,East
CUST00392,Customer 392,Consumer,South
CUST00393,Customer 393,Corporate,Central
CUST00394,Customer 394,Corporate,South
CUST00395,Customer 395,Consumer,South
CUST00396,Customer 396,Consumer,South
CUST00397,Customer 397,SMB,South
CUST00398,Customer 398,Consumer,South
CUST00399,Customer 399,Consumer,West
CUST00400,Customer 400,Consumer,North
CUST00401,Customer 401,Consumer,West
CUST00402,Customer 402,SMB,South
CUST00403,Customer 403,Corporate,South
CUST00404,Customer 404,Consumer,North
CUST00405,Customer 405,SMB,East
CUST00406,Customer 406,SMB,West
CUST00407,Customer 407,Consumer,South
CUST00408,Customer 408,SMB,North
CUST00409,Customer 409,Consumer,South
CUST00410,Customer 410,SMB,West
CUST00411,Customer 411,Corporate,South
CUST00412,Customer 412,Corporate,West
CUST00413,Customer 413,Consumer,South
CUST00414,Customer 414,SMB,North
CUST00415,Customer 415,Consumer,West
CUST00416,Customer 416,Consumer,South
CUST00417,Customer 417,Consumer,North
CUST00418,Customer 418,Corporate,Central
CUST00419,Customer 419,Consumer,North
CUST00420,Customer 420,SMB,South
CUST00421,Customer 421,Corporate,South
CUST00422,Customer 422,Consumer,South
CUST00423,Customer 423,Consumer,West
CUST00424,Customer 424,Consumer,North
CUST00425,Customer 425,Corporate,Central
CUST00426,Customer 426,SMB,East
CUST00427,Customer 427,Consumer,Central
CUST00428,Customer 428,SMB,West
CUST00429,Customer 429,Consumer,Central
CUST00430,Customer 430,SMB,East
CUST00431,Customer 431,SMB,South
CUST00432,Customer 432,Corporate,South
CUST00433,Customer 433,Corporate,East
CUST00434,Customer 434,SMB,South
CUST00435,Customer 435,Consumer,West
CUST00436,Customer 436,Consumer,North
CUST00437,Customer 437,Consumer,West
CUST00438,Customer 438,Consumer,South
CUST00439,Customer 439,Corporate,Central
CUST00440,Customer 440,Corporate,North
CUST00441,Customer 441,SMB,North
CUST00442,Customer 442,Consumer,West
CUST00443,Customer 443,Corporate,West
CUST00444,Customer 444,Consumer,West
CUST00445,Customer 445,Consumer,Central
CUST00446,Customer 446,Corporate,South
CUST00447,Customer 447,SMB,West
CUST00448,Customer 448,Corporate,South
CUST00449,Customer 449,Consumer,East
CUST00450,Customer 450,Corporate,South
CUST00451,Customer 451,Consumer,North
CUST00452,Customer 452,SMB,East
CUST00453,Customer 453,Corporate,West
CUST00454,Customer 454,Consumer,North
CUST00455,Customer 455,Consumer,Central
CUST00456,Customer 456,Consumer,East
CUST00457,Customer 457,SMB,North
CUST00458,Customer 458,Consumer,East
CUST00459,Customer 459,Corporate,North
CUST00460,Customer 460,Corporate,North
CUST00461,Customer 461,Corporate,West
CUST00462,Customer 462,Consumer,North
CUST00463,Customer 463,SMB,North
CUST00464,Customer 464,Consumer,West
CUST00465,Customer 465,Corporate,North
CUST00466,Customer 466,Corporate,West
CUST00467,Customer 467,Corporate,West
CUST00468,Customer 468,SMB,North
CUST00469,Customer 469,Consumer,East
CUST00470,Customer 470,Consumer,North
CUST00471,Customer 471,Consumer,East
CUST00472,Customer 472,Consumer,North
CUST00473,Customer 473,Consumer,Central
CUST00474,Customer 474,Consumer,South
CUST00475,Customer 475,Consumer,West
CUST00476,Customer 476,Consumer,North
CUST00477,Customer 477,Consumer,South
CUST00478,Customer 478,Corporate,South
CUST00479,Customer 479,Corporate,East
CUST00480,Customer 480,Consumer,Central
CUST00481,Customer 481,Consumer,North
CUST00482,Customer 482,Consumer,North
CUST00483,Customer 483,Corporate,South
CUST00484,Customer 484,Consumer,South
CUST00485,Customer 485,Consumer,Central
CUST00486,Customer 486,Consumer,Central
CUST00487,Customer 487,Consumer,Central
CUST00488,Customer 488,Consumer,North
CUST00489,Customer 489,Corporate,South
CUST00490,Customer 490,Corporate,West
CUST00491,Customer 491,Corporate,South
CUST00492,Customer 492,Corporate,East
CUST00493,Customer 493,Corporate,South
CUST00494,Customer 494,Consumer,South
CUST00495,Customer 495,Corporate,West
CUST00496,Customer 496,Consumer,South
CUST00497,Customer 497,Consumer,Central
CUST00498,Customer 498,Corporate,South
CUST00499,Customer 499,Consumer,North
CUST00500,Customer 500,Consumer,South
CUST00501,Customer 501,Corporate,North
CUST00502,Customer 502,SMB,East
CUST00503,Customer 503,SMB,North
CUST00504,Customer 504,Consumer,East
CUST00505,Customer 505,Consumer,West
CUST00506,Customer 506,Corporate,South
CUST00507,Customer 507,Consumer,North
CUST00508,Customer 508,SMB,South
CUST00509,Customer 509,Consumer,West
CUST00510,Customer 510,Consumer,East
CUST00511,Customer 511,Consumer,North
CUST00512,Customer 512,SMB,East
CUST00513,Customer 513,Consumer,South
CUST00514,Customer 514,Consumer,South
CUST00515,Customer 515,Consumer,North
CUST00516,Customer 516,Consumer,Central
CUST00517,Customer 517,Consumer,North
CUST00518,Customer 518,Corporate,North
CUST00519,Customer 519,Consumer,North
CUST00520,Customer 520,SMB,East
CUST00521,Customer 521,SMB,South
CUST00522,Customer 522,Consumer,South
CUST00523,Customer 523,Consumer,South
CUST00524,Customer 524,Corporate,East
CUST00525,Customer 525,Consumer,South
CUST00526,Customer 526,Consumer,Central
CUST00527,Customer 527,SMB,South
CUST00528,Customer 528,SMB,North
CUST00529,Customer 529,Corporate,Central
CUST00530,Customer 530,Consumer,West
CUST00531,Customer 531,Corporate,South
CUST00532,Customer 532,Corporate,West
CUST00533,Customer 533,Consumer,East
CUST00534,Customer 534,Corporate,South
CUST00535,Customer 535,Consumer,West
CUST00536,Customer 536,Consumer,West
CUST00537,Customer 537,Consumer,South
CUST00538,Customer 538,Consumer,East
CUST00539,Customer 539,Consumer,South
CUST00540,Customer 540,SMB,North
CUST00541,Customer 541,SMB,Central
CUST00542,Customer 542,Corporate,East
CUST00543,Customer 543,SMB,East
CUST00544,Customer 544,SMB,East
CUST00545,Customer 545,Consumer,East
CUST00546,Customer 546,Consumer,South
CUST00547,Customer 547,Consumer,Central
CUST00548,Customer 548,Consumer,East
CUST00549,Customer 549,Corporate,East
CUST00550,Customer 550,Consumer,South
CUST00551,Customer 551,Consumer,South
CUST00552,Customer 552,Consumer,North
CUST00553,Customer 553,Consumer,South
CUST00554,Customer 554,SMB,North
CUST00555,Customer 555,Consumer,East
CUST00556,Customer 556,Consumer,West
CUST00557,Customer 557,Consumer,South
CUST00558,Customer 558,Consumer,South
CUST00559,Customer 559,Corporate,East
CUST00560,Customer 560,Consumer,North
CUST00561,Customer 561,Consumer,Central
CUST00562,Customer 562,Consumer,South
CUST00563,Customer 563,SMB,North
CUST00564,Customer 564,Corporate,North
CUST00565,Customer 565,Corporate,Central
CUST00566,Customer 566,Corporate,South
CUST00567,Customer 567,Corporate,East
CUST00568,Customer 568,Consumer,North
CUST00569,Customer 569,Consumer,North
CUST00570,Customer 570,Consumer,West
CUST00571,Customer 571,Consumer,North
CUST00572,Customer 572,SMB,North
CUST00573,Customer 573,Consumer,East
CUST00574,Customer 574,Corporate,West
CUST00575,Customer 575,SMB,South
CUST00576,Customer 576,Consumer,North
CUST00577,Customer 577,SMB,Central
CUST00578,Customer 578,Corporate,East
CUST00579,Customer 579,SMB,West
CUST00580,Customer 580,Consumer,West
CUST00581,Customer 581,Consumer,West
CUST00582,Customer 582,Consumer,South
CUST00583,Customer 583,Consumer,South
CUST00584,Customer 584,Consumer,West
CUST00585,Customer 585,SMB,West
CUST00586,Customer 586,Corporate,Central
CUST00587,Customer 587,Consumer,East
CUST00588,Customer 588,Consumer,South
CUST00589,Customer 589,Consumer,South
CUST00590,Customer 590,Consumer,East
CUST00591,Customer 591,SMB,South
CUST00592,Customer 592,Consumer,West
CUST00593,Customer 593,Consumer,East
CUST00594,Customer 594,Corporate,North
CUST00595,Customer 595,Consumer,East
CUST00596,Customer 596,Consumer,East
CUST00597,Customer 597,Corporate,Central
CUST00598,Customer 598,Corporate,South
CUST00599,Customer 599,SMB,East
CUST00600,Customer 600,Corporate,South
CUST00601,Customer 601,Consumer,East
CUST00602,Customer 602,Corporate,North
CUST00603,Customer 603,SMB,Central
CUST00604,Customer 604,Corporate,Central
CUST00605,Customer 605,SMB,East
CUST00606,Customer 606,Corporate,East
CUST00607,Customer 607,SMB,North
CUST00608,Customer 608,Consumer,East
CUST00609,Customer 609,Corporate,South
CUST00610,Customer 610,Consumer,West
CUST00611,Customer 611,Corporate,North
CUST00612,Customer 612,Corporate,West
CUST00613,Customer 613,SMB,South
CUST00614,Customer 614,SMB,East
CUST00615,Customer 615,Consumer,East
CUST00616,Customer 616,Corporate,South
CUST00617,Customer 617,Corporate,South
CUST00618,Customer 618,Consumer,West
CUST00619,Customer 619,Consumer,East
CUST00620,Customer 620,Consumer,North
CUST00621,Customer 621,Corporate,South
CUST00622,Customer 622,Consumer,South
CUST00623,Customer 623,SMB,East
CUST00624,Customer 624,Consumer,East
CUST00625,Customer 625,SMB,North
CUST00626,Customer 626,Consumer,East
CUST00627,Customer 627,Corporate,West
CUST00628,Customer 628,Consumer,West
CUST00629,Customer 629,Corporate,North
CUST00630,Customer 630,SMB,South
CUST00631,Customer 631,SMB,South
CUST00632,Customer 632,SMB,North
CUST00633,Customer 633,Consumer,South
CUST00634,Customer 634,Consumer,North
CUST00635,Customer 635,Consumer,North
CUST00636,Customer 636,Consumer,East
CUST00637,Customer 637,Corporate,South
CUST00638,Customer 638,Corporate,West
CUST00639,Customer 639,Corporate,North
CUST00640,Customer 640,SMB,East
CUST00641,Customer 641,Corporate,South
CUST00642,Customer 642,SMB,West
CUST00643,Customer 643,Consumer,West
CUST00644,Customer 644,Consumer,South
CUST00645,Customer 645,Corporate,East
CUST00646,Customer 646,SMB,South
CUST00647,Customer 647,Consumer,East
CUST00648,Customer 648,Consumer,North
CUST00649,Customer 649,Corporate,South
CUST00650,Customer 650,Consumer,North
CUST00651,Customer 651,Consumer,Central
CUST00652,Customer 652,SMB,South
CUST00653,Customer 653,Corporate,East
CUST00654,Customer 654,Consumer,South
CUST00655,Customer 655,SMB,South
CUST00656,Customer 656,Consumer,South
CUST00657,Customer 657,SMB,Central
CUST00658,Customer 658,Consumer,West
CUST00659,Customer 659,Corporate,North
CUST00660,Customer 660,Consumer,West
CUST00661,Customer 661,Consumer,South
CUST00662,Customer 662,SMB,North
CUST00663,Customer 663,Consumer,East
CUST00664,Customer 664,Consumer,North
CUST00665,Customer 665,Consumer,South
CUST00666,Customer 666,Corporate,West
CUST00667,Customer 667,SMB,South
CUST00668,Customer 668,SMB,Central
CUST00669,Customer 669,Consumer,East
CUST00670,Customer 670,Consumer,West
CUST00671,Customer 671,Consumer,East
CUST00672,Customer 672,Corporate,West
CUST00673,Customer 673,SMB,South
CUST00674,Customer 674,Corporate,East
CUST00675,Customer 675,Corporate,East
CUST00676,Customer 676,Consumer,Central
CUST00677,Customer 677,SMB,North
CUST00678,Customer 678,Consumer,East
CUST00679,Customer 679,Consumer,West
CUST00680,Customer 680,Consumer,South
CUST00681,Customer 681,Consumer,West
CUST00682,Customer 682,Consumer,South
CUST00683,Customer 683,Consumer,North
CUST00684,Customer 684,Consumer,East
CUST00685,Customer 685,Corporate,South
CUST00686,Customer 686,Consumer,North
CUST00687,Customer 687,Consumer,North
CUST00688,Customer 688,SMB,North
CUST00689,Customer 689,Corporate,West
CUST00690,Customer 690,Consumer,Central
CUST00691,Customer 691,Consumer,East
CUST00692,Customer 692,SMB,North
CUST00693,Customer 693,Consumer,East
CUST00694,Customer 694,Consumer,West
CUST00695,Customer 695,SMB,West
CUST00696,Customer 696,Consumer,South
CUST00697,Customer 697,Corporate,North
CUST00698,Customer 698,Corporate,Central
CUST00699,Customer 699,Corporate,West
CUST00700,Customer 700,Consumer,North
CUST00701,Customer 701,Consumer,West
CUST00702,Customer 702,Consumer,North
CUST00703,Customer 703,Consumer,North
CUST00704,Customer 704,SMB,West
CUST00705,Customer 705,Consumer,East
CUST00706,Customer 706,Corporate,South
CUST00707,Customer 707,Corporate,Central
CUST00708,Customer 708,Corporate,West
CUST00709,Customer 709,Consumer,North
CUST00710,Customer 710,Consumer,East
CUST00711,Customer 711,SMB,West
CUST00712,Customer 712,Corporate,East
CUST00713,Customer 713,SMB,Central
CUST00714,Customer 714,SMB,West
CUST00715,Customer 715,Corporate,North
CUST00716,Customer 716,Consumer,North
CUST00717,Customer 717,Corporate,West
CUST00718,Customer 718,Consumer,Central
CUST00719,Customer 719,Corporate,North
CUST00720,Customer 720,SMB,North
CUST00721,Customer 721,Consumer,West
CUST00722,Customer 722,Consumer,North
CUST00723,Customer 723,Consumer,North
CUST00724,Customer 724,SMB,Central
CUST00725,Customer 725,Consumer,West
CUST00726,Customer 726,Consumer,Central
CUST00727,Customer 727,Consumer,East
CUST00728,Customer 728,Consumer,South
CUST00729,Customer 729,Consumer,Central
CUST00730,Customer 730,Consumer,South
CUST00731,Customer 731,Consumer,South
CUST00732,Customer 732,Consumer,Central
CUST00733,Customer 733,Consumer,West
CUST00734,Customer 734,Consumer,Central
CUST00735,Customer 735,Consumer,North
CUST00736,Customer 736,Corporate,Central
CUST00737,Customer 737,Consumer,East
CUST00738,Customer 738,Consumer,East
