OrderID,OrderDate,CustomerID,ProductID,Quantity,DiscountPct,UnitPrice,Region
ORD000075,2024-01-28,CUST01071,PROD0322,4,0.1215,203.42,Central
ORD000076,2023-06-29,CUST01839,PROD0205,6,0.0304,266.91,Central
ORD000077,2024-12-12,CUST01255,PROD0220,6,0.1197,1039.57,Central
ORD000078,2025-05-15,CUST03138,PROD0076,9,0.1647,964.77,North
ORD000079,2024-12-02,CUST02599,PROD0122,4,0.0791,742.84,South
ORD000080,2025-06-03,CUST02114,PROD0418,11,0.1875,989.35,East
ORD000081,2025-09-28,CUST03843,PROD0295,1,0.2383,284.78,North
ORD000082,2025-07-11,CUST04168,PROD0296,3,0.0982,1071.7,North
ORD000083,2024-12-15,CUST04649,PROD0211,13,0.1889,1384.11,South
ORD000084,2023-02-24,CUST01684,PROD0280,12,0.2196,704.13,West
ORD000085,2024-01-02,CUST02414,PROD0334,14,0.1082,1033.61,East
ORD000086,2024-04-13,CUST02199,PROD0490,9,0.1365,1580.52,West
ORD000087,2025-02-19,CUST04670,PROD0042,9,0.1722,698.42,West
ORD000088,2025-07-17,CUST03965,PROD0115,4,0.0916,1013.88,South
ORD000089,2024-12-02,CUST04622,PROD0083,7,0.1966,685.26,West
ORD000090,2024-02-03,CUST01003,PROD0395,1,0.1006,1304.38,East
ORD000091,2025-05-13,CUST02726,PROD0313,1,0.2125,533.69,South
ORD000092,2025-02-01,CUST02821,PROD0005,1,0.1008,1381.42,East
ORD000093,2025-05-24,CUST02139,PROD0238,11,0.1052,740.05,West
ORD000094,2024-10-07,CUST02245,PROD0034,7,0.2311,1151.93,South
ORD000095,2024-12-09,CUST04225,PROD0435,10,0.2248,651.28,North
ORD000096,2024-01-16,CUST01837,PROD0449,12,0.2352,834.04,North
ORD000097,2024-03-14,CUST02221,PROD0308,8,0.026,608.03,South
ORD000098,2023-10-30,CUST00550,PROD0270,7,0.1431,1033.62,South
ORD000099,2023-10-09,CUST03177,PROD0377,10,0.0357,504.91,East
ORD000100,2024-12-16,CUST00059,PROD0243,7,0.1237,110.05,East
ORD000101,2024-02-25,CUST03739,PROD0257,3,0.1175,1118.68,West
ORD000102,2023-05-27,CUST03069,PROD0348,8,0.0285,113.56,North
ORD000103,2023-02-08,CUST04800,PROD0065,13,0.0028,848.58,South
ORD000104,2025-07-31,CUST02801,PROD0498,4,0.0062,1525.27,North
ORD000105,2024-04-22,CUST03603,PROD0308,11,0.1342,608.03,South
ORD000106,2024-09-23,CUST04681,PROD0273,10,0.0177,872.08,East
ORD000107,2025-09-18,CUST01143,PROD0257,8,0.1061,1118.68,North
ORD000108,2023-05-03,CUST01507,PROD0132,8,0.1455,449.98,Central
ORD000109,2025-10-24,CUST02604,PROD0291,10,0.0377,1729.39,East
ORD000110,2025-02-10,CUST00203,PROD0237,8,0.0928,584.59,North
ORD000111,2024-12-02,CUST01199,PROD0291,3,0.1032,1729.39,South
ORD000112,2024-04-17,CUST02317,PROD0084,11,0.0038,853.21,West
ORD000113,2025-02-13,CUST01223,PROD0464,10,0.1232,965.05,East
ORD000114,2023-08-12,CUST00210,PROD0176,8,0.1529,925.0,North
ORD000115,2023-11-28,CUST03733,PROD0452,1,0.1868,1831.39,South
ORD000116,2025-11-19,CUST01295,PROD0144,14,0.0181,1121.79,North
ORD000117,2023-10-30,CUST00087,PROD0290,11,0.227,280.0,West
ORD000118,2025-02-27,CUST03342,PROD0309,6,0.2461,298.7,East
ORD000119,2025-10-16,CUST01134,PROD0122,7,0.029,742.84,South
ORD000120,2024-10-11,CUST02286,PROD0306,11,0.2273,976.07,Central
ORD000121,2023-11-23,CUST03803,PROD0204,10,0.0401,874.25,North
ORD000122,2025-07-19,CUST01636,PROD0393,7,0.1968,1511.42,South
ORD000123,2025-06-24,CUST02926,PROD0395,8,,1304.38,North
ORD000124,2024-08-19,CUST03997,PROD0348,10,0.2127,113.56,West
ORD000125,2023-05-06,CUST03679,PROD0097,9,0.1572,306.5,West
ORD000126,2024-04-28,CUST01683,PROD0432,12,0.0422,921.89,East
ORD000127,2024-04-18,CUST01988,PROD0289,13,0.1095,109.7,North
ORD000128,2023-07-27,CUST00801,PROD0012,10,0.0195,1469.25,South
ORD000129,2024-03-16,CUST00770,PROD0063,10,0.0481,1081.2,West
ORD000130,2023-06-18,CUST01397,PROD0227,6,0.167,1007.5,West
ORD000131,2025-01-29,CUST04713,PROD0125,3,,1007.44,West
ORD000132,2024-04-18,CUST04762,PROD0049,10,0.2303,830.24,North
ORD000133,2025-03-11,CUST04257,PROD0178,14,0.0502,1312.82,East
ORD000134,2024-05-14,CUST01251,PROD0096,8,0.2226,873.49,West
ORD000135,2025-02-21,CUST02957,PROD0037,2,0.2284,1103.59,South
ORD000136,2025-03-14,CUST01813,PROD0307,9,0.173,434.41,South
ORD000137,2023-06-25,CUST01378,PROD0272,13,0.0839,466.09,  west  
ORD000138,2024-04-29,CUST00875,PROD0418,6,0.1088,989.35,North
ORD000139,2025-04-01,CUST04791,PROD0027,7,0.0571,1101.14,South
ORD000140,2024-10-12,CUST03239,PROD0151,7,0.0633,917.0,East
ORD000141,2023-08-31,CUST03510,PROD0102,7,0.1356,929.58,West
ORD000142,2025-07-01,CUST01385,PROD0019,14,0.0839,760.53,North
ORD000143,2023-08-08,CUST04891,PROD0326,2,0.2426,941.3,East
ORD000144,2025-12-24,CUST01048,PROD0144,14,0.2485,1121.79,North
ORD000145,2025-02-13,CUST00911,PROD0435,10,0.1351,651.28,Central
ORD000146,2023-12-20,CUST02936,PROD0101,1,0.0876,1381.46,South
ORD000147,2023-08-02,CUST04667,PROD0030,3,0.1345,1022.81,Central
ORD000148,2025-09-15,CUST03823,PROD0226,9,0.0398,1335.4,East
ORD000149,2024-07-27,CUST04754,PROD0149,10,0.1549,363.06,North
ORD000150,2025-06-02,CUST02958,PROD0015,8,0.1647,1807.37,South
ORD000151,2025-06-30,CUST01241,PROD0388,8,0.0269,1480.83,East
ORD000152,2023-03-16,CUST02493,PROD0105,10,0.1448,853.29,West
ORD000153,2025-01-19,CUST02496,PROD0010,9,0.0605,1489.3,West
ORD000154,2024-01-02,CUST04868,PROD0179,14,0.0613,262.41,West
ORD000155,2025-09-21,CUST01474,PROD0298,8,0.2171,632.05,East
ORD000156,2023-08-29,CUST01426,PROD0339,2,0.2316,251.03,North
ORD000157,2023-02-06,CUST02063,PROD0101,6,0.1406,1381.46,South
ORD000158,2024-12-29,CUST02365,PROD0029,6,0.2275,230.56,North
ORD000159,2024-08-28,CUST02935,PROD0192,1,0.0224,652.12,East
ORD000160,2024-08-31,CUST00956,PROD0037,11,0.1221,1103.59,East
ORD000161,2023-10-16,CUST04049,PROD0440,12,0.0799,1707.49,Central
ORD000162,2024-06-26,CUST02515,PROD0039,12,0.1516,862.63,West
ORD000163,2025-11-22,CUST02340,PROD0140,4,0.0925,432.18,Central
ORD000164,2025-04-16,CUST02428,PROD0146,1,0.0999,600.48,North
ORD000165,2025-12-15,CUST04596,PROD0230,11,0.015,1589.42,South
ORD000166,2024-01-01,CUST03859,PROD0009,1,0.0264,86.25,South
ORD000167,2025-08-11,CUST02830,PROD0357,12,0.1266,1015.14,North
ORD000168,2024-02-24,CUST02286,PROD0500,-2,0.1941,1334.72,Central
ORD000169,2025-10-22,CUST01144,PROD0086,10,0.1855,1381.14,East
ORD000170,2025-08-06,CUST00716,PROD0151,5,0.0687,917.0,North
ORD000171,2023-06-30,CUST04717,PROD0277,2,0.2163,1104.39,South
ORD000172,2025-12-01,CUST04749,PROD0148,3,0.1283,961.58,West
ORD000173,2024-10-27,CUST01390,PROD0427,14,0.2213,1061.81,South
ORD000174,2025-04-30,CUST01339,PROD0281,6,0.0301,588.19,North
ORD000175,2024-09-26,CUST04278,PROD0416,12,0.0571,1705.58,North
ORD000176,2023-08-26,CUST01225,PROD0248,8,0.1297,1301.77,East
ORD000177,2025-12-15,CUST03417,PROD0311,9,0.0331,611.65,Central
ORD000178,2023-05-04,CUST04509,PROD0356,2,0.1471,384.52,West
ORD000179,2025-06-05,CUST04633,PROD0071,4,0.2482,1146.37,South
ORD000180,2023-08-18,CUST03313,PROD0228,4,0.106,1093.73,North
ORD000181,2025-05-11,CUST00577,PROD0299,4,0.1248,1652.89,Central
ORD000182,2024-04-08,CUST04430,PROD0068,13,0.118,1253.37,West
ORD000183,2023-09-17,CUST00999,PROD0217,4,0.2199,997.37,West
ORD000184,2023-09-17,CUST01439,PROD0274,4,0.04,784.73,West
ORD000185,2023-12-17,CUST00887,PROD0153,1,0.1109,1090.21,South
ORD000186,2025-09-14,CUST00263,PROD0451,10,0.2237,756.38,North
ORD000187,2025-04-23,CUST00966,PROD0405,5,0.1359,460.2,South
ORD000188,2025-01-05,CUST02167,PROD0003,10,0.2061,390.14,West
ORD000189,2024-11-21,CUST00070,PROD0201,3,0.1694,1358.79,East
ORD000190,2024-04-01,CUST01226,PROD0037,8,0.1999,1103.59,North
ORD000191,2025-09-15,CUST00752,PROD0392,7,0.0884,417.13,South
ORD000192,2023-10-28,CUST03651,PROD0482,3,0.1958,504.98,South
ORD000193,2025-10-30,CUST03419,PROD0099,12,0.1867,141.18,South
ORD000194,2024-02-22,CUST01076,PROD0338,9,0.0151,1110.97,East
ORD000195,2024-01-10,CUST04330,PROD0459,12,0.0484,973.84,East
ORD000196,2024-06-05,CUST00391,PROD0335,7,0.1838,437.01,East
ORD000197,2025-03-31,CUST00793,PROD0178,5,0.197,1312.82,North
ORD000198,2025-02-21,CUST02365,PROD0004,14,0.1234,1237.5,North
ORD000199,2025-04-20,CUST04544,PROD0465,8,0.0862,1042.54,East
ORD000200,2023-04-08,CUST01411,PROD0170,5,0.1665,256.27,North
ORD000201,2023-06-26,CUST04819,PROD0496,9,0.1526,1199.64,South
ORD000202,2025-07-19,CUST01274,PROD0274,11,0.1963,784.73,North
ORD000203,2025-12-11,CUST03165,PROD0300,2,0.2169,1463.35,South
ORD000204,2023-05-20,CUST01573,PROD0086,8,0.161,1381.14,East
ORD000205,2025-09-17,CUST02986,PROD0493,1,0.1763,666.97,South
ORD000206,2023-10-15,CUST01531,PROD0053,11,0.2321,1742.14,South
ORD000207,2025-12-09,CUST01226,PROD0299,4,0.0231,1652.89,North
ORD000208,2025-12-24,CUST02211,PROD0365,4,0.0209,940.45,East
ORD000209,2024-11-29,CUST01653,PROD0185,13,0.2037,840.34,East
ORD000210,2023-07-28,CUST02885,PROD0092,13,0.1083,1084.18,North
ORD000211,2025-05-13,CUST02451,PROD0299,10,0.1197,1652.89,South
ORD000212,2023-04-21,CUST02693,PROD0445,9,0.0193,1283.45,South
ORD000213,2024-01-02,CUST00744,PROD0410,2,0.074,1198.66,Central
ORD000214,2024-11-30,CUST02977,PROD0257,3,0.0644,1118.68,West
ORD000215,2023-03-16,CUST03637,PROD0375,4,0.185,1173.68,South
ORD000216,2024-03-06,CUST00644,PROD0058,8,0.1164,153.59,South
ORD000217,2025-05-23,CUST01003,PROD0381,7,0.1864,244.49,East
ORD000218,2023-04-11,CUST00300,PROD0282,3,0.2401,1048.6,North
ORD000219,2024-02-06,CUST01132,PROD0226,6,0.0388,1335.4,East
ORD000220,2023-01-05,CUST04659,PROD0183,8,0.2404,1360.66,Central
ORD000221,2024-12-22,CUST00478,PROD0149,13,0.061,363.06,South
ORD000222,2023-03-28,CUST01115,PROD0413,3,0.2278,1227.42,South
ORD000223,2023-11-04,CUST00694,PROD0065,6,0.0644,848.58,West
ORD000224,2024-07-26,CUST04152,PROD0434,1,0.2123,975.44,South
ORD000225,2023-08-24,CUST02901,PROD0336,5,0.2258,138.05,South
ORD000226,2023-09-11,CUST00331,PROD0086,11,0.1028,1381.14,West
ORD000227,2025-07-04,CUST01181,PROD0081,9,0.0011,1326.95,North
ORD000228,2025-05-02,CUST03380,PROD0189,2,0.0859,661.53,South
ORD000229,2023-03-30,CUST03762,PROD0441,12,0.1454,944.49,North
ORD000230,2025-07-28,CUST03016,PROD0058,7,0.0456,153.59,South
ORD000231,2024-05-28,CUST02829,PROD0176,5,0.05,925.0,West
ORD000232,2023-06-08,CUST02314,PROD0273,9,0.1042,872.08,East
ORD000233,2025-09-20,CUST04187,PROD0186,4,0.0459,807.79,West
ORD000234,2024-01-05,CUST01869,PROD0375,12,0.1543,1173.68,East
ORD000235,2023-12-23,CUST04826,PROD0233,13,0.214,846.21,North
ORD000236,2023-06-10,CUST04322,PROD0473,-11,0.1551,1061.79,South
ORD000237,2025-08-29,CUST04645,PROD0225,7,0.0827,1192.09,West
ORD000238,2023-11-11,CUST03516,PROD0425,4,0.1371,389.4,East
ORD000239,2024-10-11,CUST01724,PROD0331,13,0.1419,1267.99,North
ORD000240,2023-09-20,CUST03235,PROD0201,14,0.2486,1358.79,Central
ORD000241,2025-09-08,CUST02304,PROD0140,5,0.2018,432.18,South
ORD000242,2025-05-12,CUST04638,PROD0378,10,0.0971,716.51,West
ORD000243,2024-07-05,CUST04536,PROD0192,9,0.2121,652.12,South
ORD000244,2024-01-14,CUST00336,PROD0412,9,0.0781,730.37,West
ORD000245,2024-12-18,CUST03768,PROD0238,14,0.1255,740.05,Central
ORD000246,2024-06-27,CUST03746,PROD0288,10,0.1647,337.2,South
ORD000247,2025-10-28,CUST03057,PROD0322,10,0.031,203.42,East
ORD000248,2025-01-08,CUST04840,PROD0224,14,0.1155,317.03,Central
ORD000249,2023-01-30,CUST00394,PROD0285,9,0.1142,1843.69,South
ORD000250,2025-06-20,CUST04857,PROD0340,3,0.042,966.05,East
ORD000251,2023-07-31,CUST00022,PROD0478,8,0.1591,472.93,West
ORD000252,2023-11-27,CUST00868,PROD0093,2,0.0562,1079.75,West
ORD000253,2024-04-22,CUST03229,PROD0137,10,0.1801,1806.6,Central
ORD000254,2023-08-18,CUST04050,PROD0149,12,0.2387,363.06,South
ORD000255,2025-10-29,CUST04527,PROD0189,10,0.1883,661.53,East
ORD000256,2025-12-08,CUST00295,PROD0017,5,0.0209,161.75,West
ORD000257,2023-06-20,CUST04118,PROD0287,13,0.1113,1459.09,East
ORD000258,2023-12-17,CUST03461,PROD0484,2,0.187,306.26,Central
ORD000259,2024-02-11,CUST02009,PROD0295,8,0.229,284.78,North
ORD000260,2025-01-05,CUST03207,PROD0171,5,0.0903,274.85,South
ORD000261,2024-10-17,CUST01980,PROD0013,3,0.1472,339.59,West
ORD000262,2025-01-12,CUST02279,PROD0132,10,0.1948,449.98,East
ORD000263,2023-02-04,CUST01039,PROD0229,6,0.1909,1338.84,South
ORD000264,2024-07-17,CUST01723,PROD0384,2,0.1467,1371.67,South
ORD000265,2023-08-20,CUST03317,PROD0212,10,0.2321,822.01,Central
ORD000266,2023-09-08,CUST01196,PROD0007,3,0.2484,1093.16,South
ORD000267,2025-04-29,CUST03970,PROD0258,13,0.1842,724.97,East
ORD000268,2023-06-05,CUST01748,PROD0074,-8,0.0632,600.25,East
ORD000269,2023-02-04,CUST04616,PROD0233,6,0.0919,846.21,South
ORD000270,2024-06-17,CUST00497,PROD0056,9,0.1039,1622.08,Central
ORD000271,2025-03-17,CUST01754,PROD0423,6,0.1309,1227.21,Central
ORD000272,2024-07-13,CUST01512,PROD0316,12,0.0363,148.47,North
ORD000273,2023-06-26,CUST02854,PROD0408,2,0.1608,96.79,South
ORD000274,2025-04-27,CUST02539,PROD0270,4,0.1373,1033.62,North
ORD000275,2024-02-23,CUST00324,PROD0244,7,0.0605,1385.85,North
ORD000276,2025-02-16,CUST02574,PROD0494,12,0.1985,275.99,South
ORD000277,2023-08-10,CUST02665,PROD0370,10,0.2097,1773.37,North
ORD000278,2025-09-26,CUST02885,PROD0028,9,0.0601,1223.37,North
ORD000279,2023-11-07,CUST02672,PROD0287,9,0.0344,1459.09,North
ORD000280,2025-11-30,CUST03636,PROD0453,12,0.2247,563.88,South
ORD000281,2024-02-18,CUST03602,PROD0408,4,0.2495,96.79,North
ORD000282,2025-03-08,CUST00584,PROD0174,6,0.1946,1491.84,West
ORD000283,2024-07-04,CUST03188,PROD0496,6,0.1797,1199.64,South
ORD000284,2023-03-25,CUST04251,PROD0220,-6,0.1873,1039.57,South
ORD000285,2023-04-18,CUST02331,PROD0089,11,0.0928,330.68,South
ORD000286,2024-03-20,CUST01830,PROD0155,14,0.222,473.44,West
ORD000287,2023-07-31,CUST02607,PROD0204,6,0.107,874.25,West
ORD000288,2024-10-29,CUST00957,PROD0439,13,0.2139,716.4,East
ORD000289,2023-06-01,CUST02269,PROD0388,11,0.0029,1480.83,Central
ORD000290,2024-10-08,CUST00897,PROD0288,9,0.147,337.2,North
ORD000291,2023-08-13,CUST01795,PROD0056,5,0.1812,1622.08,East
ORD000292,2023-07-18,CUST04030,PROD0105,1,0.1741,853.29,North
ORD000293,2024-02-07,CUST04601,PROD0446,12,0.049,1102.86,East
ORD000294,2024-09-30,CUST02391,PROD0082,2,0.1813,755.42,South
ORD000295,2024-03-13,CUST04669,PROD0243,11,0.1628,110.05,Central
ORD000296,2024-01-19,CUST01288,PROD0433,14,0.1044,1283.83,Central
ORD000297,2024-01-08,CUST01263,PROD0040,6,0.0729,,North
ORD000298,2024-01-07,CUST04658,PROD0330,5,0.1908,893.06,North
ORD000299,2024-03-18,CUST03107,PROD0353,3,0.2066,723.68,South
ORD000300,2025-07-03,CUST02931,PROD0245,9,0.0355,1430.89,South
ORD000301,2024-09-25,CUST01807,PROD0402,9,0.1915,553.8,East
ORD000302,2024-04-07,CUST03172,PROD0280,2,0.1507,704.13,West
ORD000303,2025-04-01,CUST04703,PROD0292,4,0.04,1182.19,Central
ORD000304,2024-08-01,CUST01240,PROD0430,5,0.1929,731.37,East
ORD000305,2025-11-06,CUST03808,PROD0387,6,0.0086,675.08,West
ORD000306,2024-09-08,CUST01999,PROD0131,13,0.1884,268.77,West
ORD000307,2023-08-25,CUST01755,PROD0425,11,0.165,389.4,South
ORD000308,2024-09-09,CUST01535,PROD0151,3,0.0207,917.0,South
ORD000309,2025-04-27,CUST04308,PROD0375,7,0.1056,1173.68,Central
ORD000310,2023-08-22,CUST01230,PROD0134,3,0.0958,1274.35,South
ORD000311,2023-08-10,CUST02133,PROD0472,2,0.1554,1262.72,North
ORD000312,2024-10-19,CUST04495,PROD0219,12,0.1325,96.29,North
ORD000313,2025-08-27,CUST02439,PROD0441,14,0.0145,944.49,South
ORD000314,2024-01-02,CUST00643,PROD0483,2,0.2269,232.35,West
ORD000315,2024-07-09,CUST04881,PROD0056,5,0.0398,1622.08,South
ORD000316,2024-12-18,CUST00447,PROD0499,14,0.1532,890.67,West
ORD000317,2024-12-28,CUST04482,PROD0442,3,0.2085,1267.22,South
ORD000318,2023-06-09,CUST01901,PROD0262,10,0.004,1313.44,South
ORD000319,2024-03-09,CUST03257,PROD0365,11,0.1945,940.45,West
ORD000320,2025-12-25,CUST03289,PROD0415,12,0.169,1808.55,South
ORD000321,2025-08-31,CUST01340,PROD0354,4,0.0568,921.31,West
ORD000322,2025-04-26,CUST01579,PROD0257,5,0.1112,1118.68,Central
ORD000323,2023-01-27,CUST00667,PROD0499,1,0.166,890.67,South
ORD000324,2024-04-02,CUST01012,PROD0060,5,0.0638,1015.36,West
ORD000325,2023-02-26,CUST00274,PROD0200,13,0.2345,1032.16,West
ORD000326,2023-11-27,CUST00273,PROD0067,10,0.0003,399.68,West
ORD000327,2025-08-05,CUST02083,PROD0171,7,0.0434,274.85,West
ORD000328,2024-03-01,CUST04164,PROD0209,4,0.0838,1203.05,East
ORD000329,2023-07-04,CUST01967,PROD0276,6,0.2167,520.54,East
ORD000330,2025-03-01,CUST03682,PROD0195,8,0.0166,1320.1,East
ORD000331,2025-04-11,CUST01634,PROD0317,1,0.0363,1075.39,East
ORD000332,2024-12-19,CUST03224,PROD0044,2,0.1029,1071.95,Central
ORD000333,2025-06-05,CUST02608,PROD0448,12,0.146,1111.26,North
ORD000334,2025-02-08,CUST03666,PROD0118,13,0.1665,992.9,East
ORD000335,2024-11-26,CUST03396,PROD0235,14,0.1775,511.62,East
ORD000336,2025-09-01,CUST04208,PROD0252,10,0.1254,533.86,South
ORD000337,2023-12-22,CUST02769,PROD0368,14,0.0013,169.62,Central
ORD000338,2024-05-15,CUST01330,PROD0138,4,0.1647,1705.23,South
ORD000339,2024-09-09,CUST00419,PROD0275,2,0.2114,220.75,North
ORD000340,2025-01-03,CUST03954,PROD0029,7,0.1418,230.56,Central
ORD000341,2024-06-06,CUST01007,PROD0163,14,0.2283,1328.93,East
ORD000342,2024-04-28,CUST00516,PROD0150,13,0.1404,455.59,Central
ORD000343,2023-07-01,CUST02129,PROD0178,8,0.0188,1312.82,West
ORD000344,2024-11-30,CUST04667,PROD0025,11,0.0853,1200.06,Central
ORD000345,2023-05-16,CUST01606,PROD0327,6,0.1456,1209.16,North
ORD000346,2024-06-04,CUST02824,PROD0254,11,0.176,279.11,South
ORD000347,2024-03-24,CUST02327,PROD0208,3,0.2156,956.33,Central
ORD000348,2025-05-01,CUST03818,PROD0322,7,0.0875,203.42,West
ORD000349,2024-06-06,CUST04082,PROD0386,10,0.1499,353.83,South
ORD000350,2023-01-06,CUST02436,PROD0050,13,0.1803,742.74,South
ORD000351,2024-07-08,CUST02173,PROD0203,1,0.1383,305.96,West
ORD000352,2023-08-25,CUST02002,PROD0362,2,,1173.74,Central
ORD000353,2024-02-21,CUST03534,PROD0096,10,0.0891,873.49,Central
ORD000354,2023-11-21,CUST03530,PROD0403,3,0.2343,543.89,South
ORD000355,2023-07-02,CUST01301,PROD0241,9,0.1235,1701.21,South
ORD000356,2025-11-02,CUST01648,PROD0139,4,0.0974,871.45,North
ORD000357,2023-10-05,CUST03589,PROD0011,13,0.0082,915.91,South
ORD000358,2024-07-09,CUST03000,PROD0164,5,0.0663,1513.65,Central
ORD000359,2025-06-26,CUST03660,PROD0373,7,0.1381,1020.44,South
ORD000360,2024-02-04,CUST00007,PROD0466,1,0.0881,299.08,West
ORD000361,2025-10-24,CUST04425,PROD0292,4,0.0638,1182.19,East
